先序线索二叉树,对换,物理层接口,,数组,,向上转型
中序线索二叉树,对换,物理层接口,,数组,,向下转型
后序线索二叉树,非连续分配,传输介质设备,,数组,,抽象类
双亲表示法,非连续分配,设备,,数组,,接口
孩子表示法,虚拟存储器,设备,,一维数组,,Java类包
孩子兄弟表示法,虚拟存储器,集线器,,一维数组,,final变量
并查集,虚拟存储器,集线器,,一维数组,,final方法
哈夫曼树,虚拟存储器概述,数据链路层,,一维数组存储,,final类
邻接矩阵法,虚拟存储器概述,功能(数据链路层),,二维数组,,内部类
邻接表法,虚拟存储器概述,差错控制,,二维数组,,类名的冲突
邻接多重表,虚拟存储器概述,检错编码,,二维数组,,完整的类路径
十字链表,虚拟存储器概述,检错编码,,数组作为函数参数,,创建包
深度优先遍历,虚拟存储器概述,差错控制,,指针,,导入包
广度优先遍历,虚拟存储器概述,纠错编码,,指针,,特点
最小生成树,请求分页存储,功能(数据链路层),,指针,,实例
最短路径,请求分页存储,可靠传输,,指针变量,,成员内部类
拓扑排序,请求分页存储,可靠传输,,指针类型,,局部内部类
关键路径,请求分页存储,可靠传输,,指针类型,,匿名内部类
Prim算法,内存分配策略,功能(数据链路层),,指针类型,,静态内部类
Kruskal算法,内存分配策略,介质访问控制,,指针类型,,内部类的继承
Dijkstra算法,内存分配策略,信道划分,,指针类型,,异常概述
Floyd算法,页面调入策略,信道划分,,指针运算,,处理程序异常错误
AOV网,页面调入策略,时分复用,,指针运算,,Java常见异常
AOE网,页面置换算法,时分复用,,指针运算,,自定义异常
散列函数,页面置换算法,信道划分,,指针类型总结,,在方法中抛出异常
直接定址法,页面置换算法,介质访问控制,,指针类型总结,,运行是异常
除留余数法,页面置换算法,随机划分,,动态内存管理,,错误类型
数字分析法,页面置换算法,ALOHA,,动态内存管理,,捕捉异常
平方取中法,页面置换算法,ALOHA,,动态内存管理,,ClassCastException
开放地址法,输入输出系统,随机划分,,动态内存管理,,ArithemticException
拉链法,输入输出系统,CSMA,,malloc,,ArrayStoreException
线性探测法,磁盘访问时间,CSMA,,malloc,,AQLException
平方探测法,磁盘访问时间,CSMA,,malloc,,IOException
再散列法,磁盘访问时间,随机划分,,malloc,,EOFException
伪随机序列法,磁盘调度算法,CSMA/CD协议,,malloc,,FileNOtFoundException
散列结构,磁盘调度算法,CSMA/CD协议,,calloc,,throws关键字
检索,磁盘调度算法,随机划分,,calloc,,throw关键字
插入,磁盘调度算法,CSMA/CA协议,,calloc,,关键词
删除,操作系统引论,CSMA/CA协议,,realloc,,常见的异常
更新,进程的控制和描述,数据链路层,,realloc,,流概述
排序,处理机调度和死锁,组帧,,realloc,,输入/输出流
有穷性,存储器管理,组帧,,realloc,,输入流
确定性,虚拟存储器,收尾定界法,,realloc,,输出流
可行性,输入输出系统,收尾定界法,,realloc,,File类
输入,OS目标和作用,组帧,,free,,文件输入/输出流
输出,OS的发展过程,数据链路层,,free,,带缓存的输入/输出流
队头,OS的基本特性,局域网(数据链路层),,free,,数据输入/输出流
队尾,OS主要功能,局域网(数据链路层),,文件操作,,压缩输入/输出流
主串,方便性,以太网,,文件操作,,线程简介
子串,有效性,以太网,,文件操作,,实现多线程
串长,可扩充性,以太网,,文件操作,,线程的生命周期
结点的度,开放性,以太网,,文件分类,,操作线程的方法
结点的深度,作为接口,局域网(数据链路层),,文件分类,,线程同步
结点的高度,作为管理者,数据链路层,,文件分类,,线程的执行流程
树的度,对资源的抽象,设备(数据链路层),,文件分类,,单线程
树的高度,未配置操作系统,网桥,,文件打开,,继承Thread类
有序树,单道批处理系统,网桥,,文件关闭,,实现Runnable接口
无序树,多道批处理系统,设备(数据链路层),,文件读写,,线程的休眠
LL平衡旋转,分时系统,交换机,,文件读写,,线程的加入
RR平衡旋转,实时系统,交换机,,文件读写,,线程的中断
LR平衡旋转,并发,交换方式(交换机),,文件读写,,线程的礼让
RL平衡旋转,共享,交换方式(交换机),,文件读写,,线程安全
简单图,虚拟,网络层,,按照字符读写,,线程同步机制
多重图,异步,功能(网络层),,按照字符读写,,网络程序的基础
完全图,处理机管理,功能(网络层),,按照行读写,,TCP程序设计基础
子图,存储器管理,功能(网络层),,按照行读写,,UDP程序设计基础
连通,进程控制,网络层,,按照块读写,,局域网和因特网
连通图,进程同步,异构网络互联-IP地址,,按照块读写,,网络协议
连通分量,进程通信,IPV4,,按照格式化读写,,端口和套接字
强连通图,调度,地址(IPV4),,按照格式化读写,,inetAdress类
强连通分量,作业调度,地址(IPV4),,随机读写,,ServerSocket类
生成树,进程调度,分类(IPV4),,fseek,,TCP网络协议
生成深林,内存分配,地址分类(IPV4),,fseek,,DatagramPacket类
顶点的度,内存保护,地址分类(IPV4),,fseek,,DatagramSocket类
入度,地址映射,地址分类(IPV4),,代码编译,,UDP网络协议
出度,内存扩充,地址分类(IPV4),,代码编译,,Java
权,进程,地址(IPV4),,代码编译,,Java
网,进程同步,划分(IPV4),,代码编译,,Java
稠密图,经典进程同步问题,专用网络互联,,预处理,,Java
稀疏图,进程通信,VPN,,预处理,,Java
路径,线程,VPN,,预处理,,Java
路径长度,动态性,专用网络互联,,预处理,,Java
回路,并发性,NAT,,编译,,Java
简单路径,独立性,NAT,,汇编,,Java
简单回路,异步性,NAT,,连接,,Java
距离,就绪状态,划分(IPV4),,常量与变量,,初始Java
有向树,执行状态,子网划分,,数据类型,,初始Java
查找表,阻塞状态,子网划分,,数据存储,,初始Java
静态查找表,临界资源,子网划分,,分支结构,,初始Java
关键字,临界区,子网划分,,循环结构,,Java简介
平均查找长度,信号量,划分(IPV4),,操作符,,Java简介
初始化线性表,P操作,CIDR,,函数,,Java简介
求线性表长,V操作,CIDR,,数组,,Java简介
线性表按值查找,生产者-消费者问题,IPV4,,指针,,Java语言特性
线性表按位查找,哲学家进餐问题,协议(IPV4),,动态内存管理,,Java语言特性
顺序表的插入,读者-写者问题,ARP,,文件,,Java语言特性
顺序表的删除,共享存储系统,ARP,,代码编译,,Java语言特性
头插法建立单链表,管道通信系统,ARP,,变量,,Java语言特性
尾插法建立单链表,消息传递系统,协议(IPV4),,常量,,Java语言特性
单链表按序号查找结点值,客户机-服务系统,DHCP,,常见关键字,,Java语言特性
单链表按值查找表结点,处理机调度层次,DHCP,,注释,,Java语言特性
双链表的插入,作业调度,DHCP,,局部变量,,Java语言特性
双链表的删除,进程调度,协议(IPV4),,全局变量,,搭建Java环境
链式队列初始化,实时调度,ICMP,,作用域,,搭建Java环境
链式队列判空,死锁,ICMP,,生命周期,,Java语言基础
二叉排序树的定义,高级调度,IPV6,,字面常量,,Java语言基础
二叉排序树的查找,中级调度,IPV6,,const修饰的创变量,,Java语言基础
二叉排序树的插入,低级调度,4->6转换,,枚举常量,,Java语言基础
二叉排序树的构造,先来先服务,4->6转换,,字符串常量,,Java语言基础
二叉排序树的删除,短作业优先,异构网络互联-IP地址,,auto break case char.........(32个),,Java语言基础
平衡二叉树的定义,优先级调度,异构网络互联-IP地址,,typed,,基本数据类型
平衡二叉树的插入,高响应比优先,移动IP,,static,,基本数据类型
平衡二叉树的查找,时间片轮转调度,移动IP,,类型重命名,,基本数据类型
,多队列调度,移动IP,,修饰变量,,基本数据类型
,多级反馈队列调度,网络层,,修饰函数,,变量与常量
,基于公平原则调度,路由与转发,,C语言风格(/*xxx*/),,变量与常量
,优先级调度,动态路由,,C++风格(//xxx),,变量与常量
,优先级调度算法,IGP,,数据类型的本质,,运算符
,优先级的类型,IGP,,数据类型的作用,,运算符
,非抢占式,动态路由,,固定内存大小的别名,,运算符
,抢占式,EGP,,编译预算对象(变量)分配的内存空间的大小,,运算符
,静态优先级,路由与转发,,基本类型,,运算符
,动态优先级,网络层,,构造类型,,运算符
,死锁的原因,路由器,,空类型(void),,运算符
,死锁的必要条件,路由器,,指针类型,,注释和规范
,处理死锁的方法,路由器,,数值类型,,注释和规范
,互斥条件,交付方式(路由器),,字符类型char,,流程控制
,请求和保持条件,交付方式(路由器),,整型,,流程控制
,不可抢占条件,运输层,,浮点型,,流程控制
,循环等待条件,运输层,,short,,流程控制
,预防死锁,端口,,int,,条件语句
,避免死锁,端口,,long,,条件语句
,检测死锁,运输层,,long long,,循环语句
,解除死锁,UDP,,单精度float,,循环语句
,存储器,UDP,,双精度double,,循环语句
,程序的装入,UDP,,数组,,循环控制
,程序的链接,UDP,,共用体(联合)union,,循环控制
,连续分配存储器,运输层,,枚举类型enum,,数组
,对换,TCP,,结构体struct,,数组
,非连续分配,TCP,,整型存储,,数组
,CPU寄存器,TCP,,浮点型存储,,数组
,主存,连接管理(TCP),,大小端,,字符串
,辅存,连接管理(TCP),,原码,,字符串
,寄存器,TCP,,补码,,字符串
,高速缓存,TCP,,反码,,字符串
,主存储器,拥塞控制(TCP),,大端模式,,字符串
,磁盘缓存,拥塞控制(TCP),,小端模式,,字符串
,固定磁盘,方法(拥塞控制),,if,,String类
,可移动存储介质,方法(拥塞控制),,switch,,String类
,单一连续分配,方法(拥塞控制),,while,,连接字符串
,固定分区分配,方法(拥塞控制),,for,,连接字符串
,动态分区分配,拥塞控制(TCP),,do while,,连接字符串
,动态可重定位分区分配,TCP,,goto,,字符串操作
,首次适应算法,应用层,,算术操作符,,字符串操作
,循环首次适应算法,网络应用模型,,移位操作符,,字符串操作
,最佳适应算法,网络应用模型,,位操作符,,字符串操作
,最坏适应算法,应用层,,赋值操作符,,字符串操作
,快速适应算法,DNS,,单目操作符,,类和对象
,伙伴系统,DNS,,关系操作符,,类和对象
,哈希算法,DNS,,逻辑操作符,,类和对象
,整体对换,服务器分类,,条件操作符,,类和对象
,页面对换,服务器分类,,逗号表达式,,类和对象
,分页存储管理,服务器分类,,下标引用，函数调用和结构体成员,,面向对象概述
,分段存储管理,服务器分类,,表达式求值,,面向对象概述
,虚拟存储器概述,DNS,,隐式类型转换,,面向对象概述
,请求分页存储,应用层,,算术转换,,面向对象概述
,页面置换算法,FTP,,复杂表达式求值影响因素,,面向对象概述
,空间局限性,FTP,,操作符优先级,,对象
,时间局限性,应用层,,操作符结合性,,对象
,多次性,电子邮件,,是否控制求值顺序,,对象
,对换性,电子邮件,,库函数,,对象
,虚拟性,应用层,,自定义函数,,对象
,分页请求系统,万维网,,函数的声明,,类
,请求分段系统,万维网,,函数的定义,,类
,缺页中断,应用层,,函数参数,,类
,越界中断,概述,,函数调用,,类
,内存分配策略,计算机网络组成,,函数的嵌套调用,,类
,页面调入策略,物理上(组成),,函数的链式访问,,类的构造方法
,固定分配局部置换,硬件协议,,回调函数,,类的构造方法
,可变分配全局置换,软件协议,,函数递归,,包装类
,可变分配局部置换,功能上(组成),,有函数名返回值类型和函数参数,,包装类
,预调页策略,通信子网,,告诉编译器函数名、参数、返回类型,,包装类
,请求调页策略,资源子网,,先声明后使用,,包装类
,最佳置换算法,计算机网络分类,,一般放在头文件中,,包装类
,先进先出页面置换算法,据发布范围,,函数的具体实现、交代函数的功能实现,,包装类
,最近最久未使用置换算法,局域网,,实际参数,,数字处理类
,最少使用置换算法,城域网,,形式参数,,数字处理类
,Clock置换算法,广域网,,传值调用,,数字处理类
,页面缓冲算法,个人域网,,传地址调用,,数字处理类
,磁盘访问时间,无线局域网,,函数中调用函数,,接口，继承和多态
,磁盘调度算法,据拓扑结构,,把一个函数的返回值作为另一个函数的参数,,接口，继承和多态
,寻道时间,星型网络,,通过函数指针调用函数,,接口，继承和多态
,旋转延迟时间,总线型网络,,程序调用自身,,接口，继承和多态
,传输时间,环形网络,,IO函数,,接口，继承和多态
,先来先服务算法,网状型网络,,字符串操作函数,,接口，继承和多态
,最短寻道时间优先,据传输技术,,字符操作函数,,Object类
,扫描算法,广播域网络,,内存操作函数,,Object类
,循环扫描算法,点对点网络,,时间/日期函数,,对象类型的转换
,,据功能,,数学函数,,对象类型的转换
,,通信子网,,其他库函数,,抽象类与接口
,,资源子网,,mencpy(),,抽象类与接口
,,服务访问点,,menmove(),,类的高级特性
,,网卡接口(物理层),,menset(),,类的高级特性
,,MAC地址(数据链路层),,time(),,类的高级特性
,,IP地址(网络层),,clock(),,类的高级特性
,,端口号(传输层),,abs(),,类的高级特性
,,用户界面,,pow(),,Java类包
,,分层结构,,一维数组,,Java类包
,,物理层(分层),,二维数组,,Java类包
,,任务(物理层),,指针数组,,Java类包
,,功能(物理层),,数组作为函数参数,,final变量
,,数据链路层(分层),,一维数组的创建与初始化,,final变量
,,任务(数据链路层),,一维数组使用,,内部类
,,功能(数据链路层),,一维数组存储,,内部类
,,协议(数据链路层),,在内存中连续存储,,内部类
,,网络层(分层),,二维数组创建,,内部类
,,任务(网络层),,二维数组初始化,,内部类
,,功能(网络层),,二维数组存储,,异常处理
,,协议(网络层),,数组作为函数参数时退化为指针,,异常处理
,,传输层(分层),,指针变量,,异常处理
,,任务(传输层),,指针类型,,异常处理
,,功能(传输层),,指针运算,,异常处理
,,协议(传输层),,存放地址的变量(指针变量中的值会被当作内存单元地址处理),,异常处理
,,会话层(分层),,自定义类型,,处理程序异常错误
,,功能(会话层),,字符指针,,处理程序异常错误
,,表示层(分层),,数组指针,,Java常见异常
,,功能(表示层),,函数指针,,Java常见异常
,,应用层(分层),,指针类型总结,,Java常见异常
,,任务(应用层),,指针+-整数,,Java常见异常
,,功能(应用层),,指针+-指针,,Java常见异常
,,协议(应用层),,指针的关系运算,,Java常见异常
,,服务,,指针类型决定了指针向前向后走的距离,,Java常见异常
,,面向连接,,指针类型决定了能操作几个字节,,在方法中抛出异常
,,面向无连接,,malloc,,在方法中抛出异常
,,协议,,calloc,,运行是异常
,,语法,,realloc,,运行是异常
,,语义,,free,,I/O流
,,同步,,void*malloc(sizetsize),,I/O流
,,时延,,开辟成功，返回一个指向开辟好空间的指针,,流概述
,,物理层,,开辟失败，返回一个NULL指针,,流概述
,,数据链路层,,返回值类型是void*,,输入/输出流
,,网络层,,如果size为0，malloc行为取决于编译器,,输入/输出流
,,运输层,,void*calloc(sizetnum，sizetsize),,输入/输出流
,,应用层,,功能是num个大小为size的元素开辟一块空间，并且初始化为0,,输入/输出流
,,通信模式(物理层),,与malloc的区别为会在返回底之前把申请的空间初始化为0,,输入/输出流
,,数据传输方式,,void*realloc(sizetnum，sizetsize),,多线程
,,串行传输,,让动态内存管理更加灵活,,多线程
,,并行传输,,ptr是要调整的内存地址,,多线程
,,通信方式,,size调整之后的新大小,,多线程
,,同步传输,,返回值为调整之后的内存起始位置,,多线程
,,异步传输,,realloc在调整原内存大小的基础上，还会将原来内存中的数据移动到新空间,,线程简介
,,通信模式,,void free(void*ptr),,线程简介
,,单工,,如果ptr指向的空间不是动态开辟，那free函数行为未定义,,实现多线程
,,半双工,,如果ptr是NULL指针，则函数不动作,,实现多线程
,,全双工,,文件分类,,操作线程的方法
,,速率,,文件打开,,操作线程的方法
,,波特率,,文件关闭,,操作线程的方法
,,比特率,,文件读写,,操作线程的方法
,,码元传输,,普通文件,,线程同步
,,奈奎斯特定理,,设备文件,,线程同步
,,香农定理,,文本文件,,网络通信
,,调制与编码,,二进制文件,,网络通信
,,调制,,fopen,,网络通信
,,编码,,fclose,,网络程序的基础
,,数据交换方式(物理层),,按照字符读写,,网络程序的基础
,,电路交换,,按照行读写,,网络程序的基础
,,详情(电路交换),,按照块读写,,TCP程序设计基础
,,优点(电路交换),,按照格式化读写,,TCP程序设计基础
,,缺点(电路交换),,随机读写,,TCP程序设计基础
,,报文交换,,fputc,,UDP程序设计基础
,,详情(报文交换),,fgetc,,UDP程序设计基础
,,优点(报文交换),,fgets,,UDP程序设计基础
,,缺点(报文交换),,fputs,,
,,分组交换,,fread,,
,,数据报,,fwrite,,
,,详情(数据报),,fprintf,,
,,优点(数据报),,fscanf,,
,,缺点(数据报),,fseek,,
,,虚电路,,SEEKSET文件开头,,
,,详情(虚电路),,SEEKCUR文件当前位置,,
,,优点(虚电路),,SEEKEND文件结尾,,
,,缺点(虚电路),,预处理,,
,,传输介质设备,,编译,,
,,传输介质,,汇编,,
,,导向性传输介质,,连接,,
,,双绞线,,展开头文件,,
,,UTP,,去注释,,
,,STP,,宏替换,,
,,同轴电缆,,条件编译,,
,,光纤,,将C文件转换为二进制文件,,
,,单模光纤,,将汇编文件转换为二进制文件,,
,,多模光纤,,将所有.o文件和依赖文件连接在一起，生成可执行文件,,
,,非导向性传输介质,,,,
,,无线传输介质,,,,
,,物理层接口,,,,
,,机,,,,
,,电,,,,
,,功,,,,
,,规程,,,,
,,设备,,,,
,,中继器,,,,
,,集线器,,,,
,,原理(集线器),,,,
,,5-4-3规则,,,,
,,功能(数据链路层),,,,
,,差错控制,,,,
,,检错编码,,,,
,,奇偶检验码,,,,
,,循环冗余码,,,,
,,纠错编码,,,,
,,海明码,,,,
,,可靠传输,,,,
,,停等协议,,,,
,,后退n帧协议,,,,
,,选择重传协议,,,,
,,介质访问控制,,,,
,,信道划分,,,,
,,频分复用,,,,
,,时分复用,,,,
,,同步,,,,
,,异步,,,,
,,波分复用,,,,
,,随机划分,,,,
,,ALOHA,,,,
,,纯ALOHA,,,,
,,时隙ALOHA,,,,
,,CSMA,,,,
,,1-坚持(CSMA),,,,
,,非坚持(CSMA),,,,
,,p-坚持(CSMA),,,,
,,CSMA/CD协议,,,,
,,概括(CSMA/CD),,,,
,,碰撞解决(CSMA/CD),,,,
,,CSMA/CA协议,,,,
,,避免碰撞(CSMA/CA),,,,
,,碰撞解决(CSMA/CA),,,,
,,组帧,,,,
,,字符计数法,,,,
,,收尾定界法,,,,
,,字符填充,,,,
,,比特填充,,,,
,,违规编码法,,,,
,,局域网(数据链路层),,,,
,,概念(局域网),,,,
,,以太网,,,,
,,总线拓扑结构,,,,
,,CSMA/CD技术,,,,
,,MAC,,,,
,,用网卡实现协议,,,,
,,无线局域网,,,,
,,设备(数据链路层),,,,
,,网桥,,,,
,,透明网桥,,,,
,,源路由网桥,,,,
,,交换机,,,,
,,特点(交换机),,,,
,,交换方式(交换机),,,,
,,直通式,,,,
,,存储转发,,,,
,,功能(网络层),,,,
,,异构网络互联,,,,
,,路由转发,,,,
,,拥塞控制,,,,
,,异构网络互联-IP地址,,,,
,,IPV4,,,,
,,地址(IPV4),,,,
,,首部(IPV4),,,,
,,分类(IPV4),,,,
,,地址分类(IPV4),,,,
,,网络地址,,,,
,,广播地址,,,,
,,主机地址,,,,
,,特殊地址,,,,
,,划分(IPV4),,,,
,,专用网络互联,,,,
,,VPN,,,,
,,隧道技术,,,,
,,加密技术,,,,
,,NAT,,,,
,,目的(NAT),,,,
,,过程(NAT),,,,
,,划分专用地址(NAT),,,,
,,子网划分,,,,
,,原因(子网划分),,,,
,,基本思路(子网划分),,,,
,,优点(子网划分),,,,
,,默认子网掩码(子网划分),,,,
,,CIDR,,,,
,,目的(CIDR),,,,
,,思路(CIDR),,,,
,,协议(IPV4),,,,
,,ARP,,,,
,,目的(ARP),,,,
,,过程(ARP),,,,
,,注意点(ARP),,,,
,,DHCP,,,,
,,目的(DHCP),,,,
,,过程(DHCP),,,,
,,注意点(DHCP),,,,
,,ICMP,,,,
,,差错报告报文(ICMP),,,,
,,询问报文(ICMP),,,,
,,结构(IPV6),,,,
,,4->6转换,,,,
,,隧道技术,,,,
,,双协议栈,,,,
,,IP组播,,,,
,,移动IP,,,,
,,移动节点,,,,
,,本地代理,,,,
,,外部代理,,,,
,,路由与转发,,,,
,,动态路由,,,,
,,IGP,,,,
,,RIP,,,,
,,OSPF,,,,
,,EGP,,,,
,,BGP,,,,
,,静态路由,,,,
,,路由器,,,,
,,特点(路由器),,,,
,,组成(路由器),,,,
,,交付方式(路由器),,,,
,,直接交付,,,,
,,间接交付,,,,
,,提供服务(运输层),,,,
,,端口,,,,
,,熟知端口,,,,
,,客户端口,,,,
,,UDP,,,,
,,特点(UDP),,,,
,,首部(UDP),,,,
,,校验(UDP),,,,
,,应用(UDP),,,,
,,TCP,,,,
,,特点(TCP),,,,
,,首部(TCP),,,,
,,连接管理(TCP),,,,
,,三次握手,,,,
,,四次挥手,,,,
,,流量控制(TCP),,,,
,,拥塞控制(TCP),,,,
,,原理(拥塞控制),,,,
,,方法(拥塞控制),,,,
,,慢开始,,,,
,,拥塞避免,,,,
,,快重传,,,,
,,快恢复,,,,
,,拥塞处理(拥塞),,,,
,,应用(TCP),,,,
